t_estimate,t_true,tumor_size
36.841361,47.051638,10000.000000
46.051702,56.230280,100000.000000
55.262042,65.442859,1000000.000000
64.472383,74.654933,10000000.000000
73.682723,76.729872,100000000.000000
73.682723,74.801057,100000000.000000
73.682723,83.113113,100000000.000000
73.682723,83.870618,100000000.000000
82.893063,93.921338,1000000000.000000
27.631021,28.237705,1000.000000
36.841361,37.742914,10000.000000
46.051702,46.945629,100000.000000
55.262042,56.169662,1000000.000000
64.472383,65.373824,10000000.000000
82.893063,88.788261,1000000000.000000
27.631021,24.224556,1000.000000
36.841361,33.383067,10000.000000
46.051702,42.649118,100000.000000
55.262042,51.881272,1000000.000000
82.893063,81.327085,1000000000.000000
27.631021,28.277559,1000.000000
36.841361,37.403750,10000.000000
46.051702,46.611575,100000.000000
55.262042,55.821771,1000000.000000
64.472383,61.089965,10000000.000000
64.472383,65.035730,10000000.000000
82.893063,92.100932,1000000000.000000
27.631021,21.513515,1000.000000
36.841361,30.427233,10000.000000
46.051702,39.623732,100000.000000
55.262042,48.824368,1000000.000000
82.893063,83.718745,1000000000.000000
27.631021,24.041521,1000.000000
36.841361,33.247256,10000.000000
46.051702,42.457430,100000.000000
55.262042,51.668325,1000000.000000
64.472383,58.032744,10000000.000000
82.893063,88.258592,1000000000.000000
27.631021,37.087133,1000.000000
36.841361,46.249992,10000.000000
46.051702,55.398898,100000.000000
64.472383,60.874116,10000000.000000
55.262042,64.590245,1000000.000000
82.893063,85.624461,1000000000.000000
27.631021,22.995862,1000.000000
36.841361,32.128192,10000.000000
46.051702,41.375691,100000.000000
55.262042,50.601947,1000000.000000
64.472383,73.809961,10000000.000000
82.893063,78.475363,1000000000.000000
27.631021,31.655517,1000.000000
36.841361,40.922669,10000.000000
46.051702,50.167771,100000.000000
55.262042,59.389183,1000000.000000
82.893063,78.898687,1000000000.000000
27.631021,36.383322,1000.000000
36.841361,45.666079,10000.000000
46.051702,54.867461,100000.000000
55.262042,64.081904,1000000.000000
64.472383,59.823346,10000000.000000
82.893063,89.695989,1000000000.000000
27.631021,23.103249,1000.000000
36.841361,32.378763,10000.000000
46.051702,41.537646,100000.000000
55.262042,50.742217,1000000.000000
64.472383,68.607263,10000000.000000
64.472383,73.304419,10000000.000000
73.682723,74.585910,100000000.000000
64.472383,59.957529,10000000.000000
82.893063,80.322968,1000000000.000000
27.631021,31.995641,1000.000000
36.841361,41.259156,10000.000000
46.051702,50.427972,100000.000000
55.262042,59.629032,1000000.000000
82.893063,86.104071,1000000000.000000
27.631021,23.546039,1000.000000
36.841361,32.706140,10000.000000
46.051702,41.954301,100000.000000
55.262042,51.156713,1000000.000000
82.893063,86.498497,1000000000.000000
27.631021,27.526692,1000.000000
36.841361,36.555838,10000.000000
46.051702,45.701955,100000.000000
55.262042,54.946184,1000000.000000
64.472383,68.850718,10000000.000000
73.682723,70.306535,100000000.000000
64.472383,60.368394,10000000.000000
73.682723,74.249940,100000000.000000
64.472383,64.167153,10000000.000000
82.893063,84.982729,1000000000.000000
27.631021,31.201552,1000.000000
36.841361,40.506707,10000.000000
46.051702,49.762664,100000.000000
55.262042,58.990732,1000000.000000
82.893063,87.580607,1000000000.000000
27.631021,27.985500,1000.000000
36.841361,37.222576,10000.000000
46.051702,46.453919,100000.000000
55.262042,55.644477,1000000.000000
73.682723,67.248372,100000000.000000
73.682723,70.090575,100000000.000000
64.472383,68.202048,10000000.000000
64.472383,64.861168,10000000.000000
73.682723,69.041806,100000000.000000
73.682723,77.826515,100000000.000000
73.682723,82.520284,100000000.000000
73.682723,83.028274,100000000.000000
73.682723,69.172554,100000000.000000
82.893063,85.946709,1000000000.000000
27.631021,26.556005,1000.000000
36.841361,35.859239,10000.000000
46.051702,45.061465,100000.000000
55.262042,54.272248,1000000.000000
64.472383,63.491585,10000000.000000
82.893063,78.742218,1000000000.000000
27.631021,23.279400,1000.000000
36.841361,32.601723,10000.000000
46.051702,41.881162,100000.000000
55.262042,51.106256,1000000.000000
82.893063,80.368084,1000000000.000000
27.631021,34.852905,1000.000000
36.841361,43.859331,10000.000000
73.682723,78.069936,100000000.000000
46.051702,53.135724,100000.000000
55.262042,62.347787,1000000.000000
64.472383,60.321709,10000000.000000
73.682723,69.583441,100000000.000000
64.472383,71.573224,10000000.000000
82.893063,80.042239,1000000000.000000
27.631021,29.562511,1000.000000
36.841361,38.635450,10000.000000
46.051702,47.882325,100000.000000
55.262042,57.096596,1000000.000000
82.893063,84.496323,1000000000.000000
27.631021,33.712252,1000.000000
36.841361,42.903156,10000.000000
46.051702,52.087959,100000.000000
55.262042,61.292050,1000000.000000
82.893063,84.017442,1000000000.000000
27.631021,29.367792,1000.000000
36.841361,38.588077,10000.000000
46.051702,47.771716,100000.000000
55.262042,56.980385,1000000.000000
64.472383,66.316155,10000000.000000
82.893063,92.330028,1000000000.000000
27.631021,29.626074,1000.000000
36.841361,38.851411,10000.000000
73.682723,77.418114,100000000.000000
46.051702,48.114115,100000.000000
55.262042,57.344352,1000000.000000
73.682723,73.384383,100000000.000000
64.472383,66.202586,10000000.000000
64.472383,70.511957,10000000.000000
64.472383,66.562321,10000000.000000
73.682723,74.076518,100000000.000000
82.893063,83.060324,1000000000.000000
27.631021,25.796827,1000.000000
36.841361,35.185858,10000.000000
46.051702,44.381318,100000.000000
55.262042,53.569575,1000000.000000
64.472383,62.787620,10000000.000000
73.682723,72.709261,100000000.000000
82.893063,93.087427,1000000000.000000
27.631021,28.390104,1000.000000
36.841361,37.542860,10000.000000
46.051702,46.770922,100000.000000
55.262042,55.978659,1000000.000000
73.682723,80.792249,100000000.000000
64.472383,65.198272,10000000.000000
73.682723,75.535163,100000000.000000
73.682723,69.539744,100000000.000000
73.682723,75.419221,100000000.000000
73.682723,75.779018,100000000.000000
73.682723,79.730170,100000000.000000
73.682723,72.001478,100000000.000000
73.682723,74.414147,100000000.000000
82.893063,79.305585,1000000000.000000
27.631021,26.544214,1000.000000
36.841361,35.614607,10000.000000
46.051702,44.813086,100000.000000
82.893063,76.464279,1000000000.000000
27.631021,36.926160,1000.000000
36.841361,46.302576,10000.000000
46.051702,55.469479,100000.000000
55.262042,54.021718,1000000.000000
55.262042,64.683667,1000000.000000
82.893063,83.801816,1000000000.000000
27.631021,25.370320,1000.000000
36.841361,34.503306,10000.000000
46.051702,43.748329,100000.000000
64.472383,63.234965,10000000.000000
55.262042,52.967901,1000000.000000
64.472383,73.895450,10000000.000000
64.472383,62.190493,10000000.000000
82.893063,91.737381,1000000000.000000
27.631021,27.341802,1000.000000
36.841361,36.404219,10000.000000
46.051702,45.690260,100000.000000
55.262042,54.907051,1000000.000000
82.893063,78.260086,1000000000.000000
27.631021,27.936852,1000.000000
36.841361,37.065201,10000.000000
46.051702,46.258984,100000.000000
55.262042,55.489178,1000000.000000
64.472383,64.123568,10000000.000000
82.893063,87.044247,1000000000.000000
27.631021,29.765576,1000.000000
36.841361,38.902390,10000.000000
46.051702,48.109934,100000.000000
55.262042,57.309476,1000000.000000
82.893063,78.388459,1000000000.000000
27.631021,32.726012,1000.000000
36.841361,41.971808,10000.000000
46.051702,51.148385,100000.000000
55.262042,60.369023,1000000.000000
64.472383,64.706161,10000000.000000
82.893063,92.245240,1000000000.000000
27.631021,38.433771,1000.000000
36.841361,47.540138,10000.000000
46.051702,56.718202,100000.000000
64.472383,66.530666,10000000.000000
55.262042,65.927801,1000000.000000
64.472383,69.585759,10000000.000000
64.472383,75.144031,10000000.000000
82.893063,87.285929,1000000000.000000
27.631021,34.043916,1000.000000
36.841361,43.249013,10000.000000
46.051702,52.508716,100000.000000
55.262042,61.707834,1000000.000000
64.472383,70.934194,10000000.000000
82.893063,83.465620,1000000000.000000
27.631021,27.978170,1000.000000
36.841361,37.054372,10000.000000
46.051702,46.222107,100000.000000
55.262042,55.440808,1000000.000000
82.893063,79.523150,1000000000.000000
27.631021,28.254279,1000.000000
36.841361,37.446255,10000.000000
46.051702,46.627248,100000.000000
55.262042,55.838929,1000000.000000
73.682723,83.112538,100000000.000000
73.682723,72.453678,100000000.000000
82.893063,78.799037,1000000000.000000
27.631021,28.032942,1000.000000
36.841361,37.128739,10000.000000
46.051702,46.395368,100000.000000
64.472383,64.654283,10000000.000000
55.262042,55.623241,1000000.000000
64.472383,65.053236,10000000.000000
64.472383,64.840218,10000000.000000
73.682723,73.337413,100000000.000000
73.682723,73.922844,100000000.000000
82.893063,81.925932,1000000000.000000
27.631021,28.683842,1000.000000
36.841361,37.932588,10000.000000
46.051702,47.101555,100000.000000
55.262042,56.310305,1000000.000000
73.682723,71.406717,100000000.000000
73.682723,75.747155,100000000.000000
82.893063,86.634953,1000000000.000000
27.631021,26.281786,1000.000000
36.841361,35.847093,10000.000000
46.051702,45.064366,100000.000000
73.682723,78.802222,100000000.000000
55.262042,54.275630,1000000.000000
64.472383,65.524325,10000000.000000
73.682723,84.362150,100000000.000000
64.472383,63.496898,10000000.000000
73.682723,80.152333,100000000.000000
82.893063,84.750984,1000000000.000000
27.631021,27.378499,1000.000000
36.841361,36.512851,10000.000000
46.051702,45.725507,100000.000000
82.893063,90.009375,1000000000.000000
27.631021,24.511275,1000.000000
36.841361,33.808969,10000.000000
46.051702,43.006927,100000.000000
55.262042,54.979060,1000000.000000
55.262042,52.240089,1000000.000000
64.472383,64.192993,10000000.000000
64.472383,61.457590,10000000.000000
82.893063,84.636640,1000000000.000000
27.631021,23.400890,1000.000000
36.841361,32.552250,10000.000000
46.051702,41.777786,100000.000000
55.262042,50.997930,1000000.000000
73.682723,74.271744,100000000.000000
82.893063,78.755072,1000000000.000000
27.631021,26.736002,1000.000000
36.841361,36.003347,10000.000000
46.051702,45.217706,100000.000000
55.262042,54.432082,1000000.000000
64.472383,60.213638,10000000.000000
73.682723,74.058578,100000000.000000
64.472383,63.647683,10000000.000000
73.682723,73.869252,100000000.000000
82.893063,84.995920,1000000000.000000
27.631021,45.077553,1000.000000
36.841361,54.423666,10000.000000
46.051702,63.657926,100000.000000
55.262042,72.860354,1000000.000000
64.472383,82.072618,10000000.000000
73.682723,74.745931,100000000.000000
73.682723,72.714785,100000000.000000
82.893063,83.631047,1000000000.000000
27.631021,23.770180,1000.000000
36.841361,32.976917,10000.000000
46.051702,42.270289,100000.000000
55.262042,51.486007,1000000.000000
64.472383,60.706229,10000000.000000
82.893063,82.600660,1000000000.000000
27.631021,28.534906,1000.000000
36.841361,37.609487,10000.000000
46.051702,46.813838,100000.000000
55.262042,56.050879,1000000.000000
64.472383,65.268107,10000000.000000
73.682723,70.675185,100000000.000000
73.682723,73.410956,100000000.000000
73.682723,69.430452,100000000.000000
82.893063,83.292325,1000000000.000000
27.631021,27.683614,1000.000000
36.841361,36.809148,10000.000000
46.051702,45.997659,100000.000000
55.262042,55.230601,1000000.000000
73.682723,72.864482,100000000.000000
64.472383,64.446452,10000000.000000
73.682723,91.291282,100000000.000000
73.682723,69.924413,100000000.000000
73.682723,74.486122,100000000.000000
82.893063,88.945594,1000000000.000000
27.631021,28.448215,1000.000000
36.841361,37.627198,10000.000000
46.051702,46.807502,100000.000000
55.262042,56.027707,1000000.000000
64.472383,65.251990,10000000.000000
73.682723,73.662385,100000000.000000
82.893063,81.217865,1000000000.000000
27.631021,26.722810,1000.000000
36.841361,35.823529,10000.000000
46.051702,45.056958,100000.000000
55.262042,54.275124,1000000.000000
64.472383,63.485600,10000000.000000
73.682723,74.471361,100000000.000000
73.682723,72.702746,100000000.000000
82.893063,81.671421,1000000000.000000
82.893063,92.329809,1000000000.000000
82.893063,83.140219,1000000000.000000
82.893063,93.580072,1000000000.000000
27.631021,29.141824,1000.000000
36.841361,38.281644,10000.000000
46.051702,47.554594,100000.000000
55.262042,56.790975,1000000.000000
82.893063,80.624399,1000000000.000000
27.631021,46.237247,1000.000000
36.841361,55.650316,10000.000000
46.051702,64.880691,100000.000000
55.262042,74.092704,1000000.000000
64.472383,66.011743,10000000.000000
82.893063,84.964669,1000000000.000000
27.631021,38.157380,1000.000000
36.841361,47.226566,10000.000000
46.051702,56.376311,100000.000000
55.262042,65.559479,1000000.000000
64.472383,83.315957,10000000.000000
64.472383,74.772915,10000000.000000
82.893063,88.018944,1000000000.000000
82.893063,89.370287,1000000000.000000
27.631021,26.574913,1000.000000
36.841361,35.926338,10000.000000
46.051702,45.173328,100000.000000
55.262042,54.411691,1000000.000000
64.472383,63.633786,10000000.000000
82.893063,83.275559,1000000000.000000
73.682723,75.236728,100000000.000000
82.893063,82.554404,1000000000.000000
73.682723,92.539102,100000000.000000
82.893063,83.963213,1000000000.000000
82.893063,100.508470,1000000000.000000
73.682723,72.852690,100000000.000000
82.893063,82.082252,1000000000.000000
73.682723,83.994297,100000000.000000
82.893063,83.488735,1000000000.000000
82.893063,79.892668,1000000000.000000
82.893063,78.648176,1000000000.000000
82.893063,82.628301,1000000000.000000
82.893063,83.086496,1000000000.000000
82.893063,83.703222,1000000000.000000
82.893063,81.931834,1000000000.000000
82.893063,82.879483,1000000000.000000
82.893063,83.688586,1000000000.000000
82.893063,79.140628,1000000000.000000
82.893063,81.918658,1000000000.000000
82.893063,84.450739,1000000000.000000
82.893063,101.752358,1000000000.000000
82.893063,93.207033,1000000000.000000
82.893063,82.065325,1000000000.000000
