t_estimate,t_true,tumor_size
164.470364,164.733853,100000.000000
164.470364,140.152607,100000.000000
164.470364,147.348894,100000.000000
164.470364,151.821398,100000.000000
164.470364,147.730200,100000.000000
164.470364,186.879699,100000.000000
164.470364,149.769179,100000.000000
164.470364,149.217736,100000.000000
164.470364,140.197492,100000.000000
164.470364,153.636755,100000.000000
164.470364,153.305172,100000.000000
164.470364,179.333739,100000.000000
164.470364,149.404700,100000.000000
164.470364,162.537479,100000.000000
164.470364,135.027917,100000.000000
164.470364,161.744074,100000.000000
164.470364,159.983692,100000.000000
164.470364,169.473956,100000.000000
164.470364,168.603281,100000.000000
164.470364,154.756894,100000.000000
164.470364,168.390110,100000.000000
164.470364,162.688425,100000.000000
164.470364,147.154395,100000.000000
164.470364,150.830203,100000.000000
164.470364,138.273163,100000.000000
164.470364,154.016436,100000.000000
164.470364,156.665657,100000.000000
164.470364,182.146799,100000.000000
164.470364,141.537787,100000.000000
164.470364,150.621045,100000.000000
164.470364,147.455519,100000.000000
164.470364,169.523467,100000.000000
164.470364,160.689964,100000.000000
164.470364,150.908489,100000.000000
164.470364,164.170178,100000.000000
164.470364,157.568083,100000.000000
164.470364,139.335848,100000.000000
164.470364,142.352425,100000.000000
164.470364,172.574252,100000.000000
164.470364,143.921820,100000.000000
164.470364,181.256281,100000.000000
164.470364,154.724924,100000.000000
164.470364,192.532235,100000.000000
164.470364,148.347958,100000.000000
164.470364,143.078499,100000.000000
164.470364,181.142490,100000.000000
164.470364,141.760866,100000.000000
164.470364,154.645836,100000.000000
164.470364,158.812080,100000.000000
164.470364,196.915421,100000.000000
164.470364,166.776774,100000.000000
164.470364,143.240754,100000.000000
164.470364,153.435410,100000.000000
164.470364,144.750800,100000.000000
164.470364,159.552830,100000.000000
164.470364,152.946962,100000.000000
197.364437,182.082791,1000000.000000
197.364437,218.005840,1000000.000000
197.364437,180.603738,1000000.000000
197.364437,184.184140,1000000.000000
197.364437,184.310293,1000000.000000
197.364437,213.417665,1000000.000000
197.364437,181.987815,1000000.000000
197.364437,176.654731,1000000.000000
197.364437,199.193263,1000000.000000
197.364437,190.275435,1000000.000000
197.364437,188.844202,1000000.000000
197.364437,183.476040,1000000.000000
197.364437,199.517402,1000000.000000
197.364437,174.503708,1000000.000000
197.364437,173.395442,1000000.000000
197.364437,202.986129,1000000.000000
197.364437,208.780004,1000000.000000
197.364437,221.336165,1000000.000000
197.364437,177.927251,1000000.000000
197.364437,195.020548,1000000.000000
197.364437,213.685915,1000000.000000
197.364437,192.266210,1000000.000000
197.364437,187.327070,1000000.000000
197.364437,184.649643,1000000.000000
197.364437,174.598428,1000000.000000
197.364437,186.232123,1000000.000000
197.364437,187.457369,1000000.000000
197.364437,184.591207,1000000.000000
197.364437,200.535300,1000000.000000
197.364437,216.528807,1000000.000000
197.364437,174.528984,1000000.000000
197.364437,199.135736,1000000.000000
197.364437,191.961469,1000000.000000
197.364437,183.998095,1000000.000000
197.364437,188.113024,1000000.000000
197.364437,197.184396,1000000.000000
197.364437,181.568314,1000000.000000
197.364437,194.761290,1000000.000000
197.364437,169.161830,1000000.000000
197.364437,196.015675,1000000.000000
197.364437,194.932029,1000000.000000
197.364437,194.084301,1000000.000000
197.364437,196.696157,1000000.000000
197.364437,172.677518,1000000.000000
197.364437,188.886824,1000000.000000
197.364437,173.375571,1000000.000000
197.364437,202.454954,1000000.000000
197.364437,196.859313,1000000.000000
197.364437,188.174750,1000000.000000
197.364437,190.842191,1000000.000000
197.364437,181.746193,1000000.000000
197.364437,177.252989,1000000.000000
197.364437,198.295238,1000000.000000
197.364437,176.611604,1000000.000000
197.364437,188.792749,1000000.000000
197.364437,191.867000,1000000.000000
197.364437,202.802732,1000000.000000
197.364437,175.808677,1000000.000000
197.364437,181.407041,1000000.000000
197.364437,182.629229,1000000.000000
197.364437,178.111386,1000000.000000
197.364437,203.750577,1000000.000000
197.364437,200.847676,1000000.000000
197.364437,184.863422,1000000.000000
197.364437,188.797114,1000000.000000
197.364437,185.014120,1000000.000000
197.364437,206.828405,1000000.000000
197.364437,193.014033,1000000.000000
197.364437,185.097985,1000000.000000
197.364437,215.326796,1000000.000000
197.364437,176.054172,1000000.000000
197.364437,231.193611,1000000.000000
197.364437,177.645295,1000000.000000
197.364437,187.536543,1000000.000000
197.364437,226.830282,1000000.000000
197.364437,187.416586,1000000.000000
197.364437,215.538989,1000000.000000
197.364437,203.612678,1000000.000000
197.364437,193.476929,1000000.000000
197.364437,178.813424,1000000.000000
230.258509,233.400163,10000000.000000
230.258509,214.811379,10000000.000000
230.258509,216.185884,10000000.000000
230.258509,216.310056,10000000.000000
230.258509,218.570606,10000000.000000
230.258509,217.755453,10000000.000000
230.258509,252.269281,10000000.000000
230.258509,224.501486,10000000.000000
230.258509,223.127722,10000000.000000
230.258509,255.606933,10000000.000000
230.258509,218.464713,10000000.000000
230.258509,210.943767,10000000.000000
230.258509,247.716206,10000000.000000
230.258509,233.793628,10000000.000000
230.258509,221.622229,10000000.000000
230.258509,250.856891,10000000.000000
230.258509,208.880914,10000000.000000
230.258509,226.294747,10000000.000000
230.258509,207.761000,10000000.000000
230.258509,218.316876,10000000.000000
230.258509,234.774736,10000000.000000
230.258509,203.450466,10000000.000000
230.258509,221.700168,10000000.000000
230.258509,229.349491,10000000.000000
230.258509,237.309626,10000000.000000
230.258509,233.445121,10000000.000000
230.258509,218.897561,10000000.000000
230.258509,243.146657,10000000.000000
230.258509,248.070657,10000000.000000
230.258509,226.611335,10000000.000000
230.258509,208.762345,10000000.000000
230.258509,229.167513,10000000.000000
230.258509,220.655543,10000000.000000
230.258509,208.960525,10000000.000000
230.258509,212.249086,10000000.000000
230.258509,222.487501,10000000.000000
230.258509,230.164261,10000000.000000
230.258509,231.436244,10000000.000000
230.258509,225.062128,10000000.000000
230.258509,215.642238,10000000.000000
230.258509,229.003504,10000000.000000
230.258509,228.253723,10000000.000000
230.258509,211.387810,10000000.000000
230.258509,236.937671,10000000.000000
230.258509,230.799335,10000000.000000
230.258509,209.894002,10000000.000000
230.258509,215.877936,10000000.000000
230.258509,221.594928,10000000.000000
230.258509,210.731569,10000000.000000
230.258509,206.756242,10000000.000000
230.258509,222.253093,10000000.000000
230.258509,231.012928,10000000.000000
230.258509,265.343520,10000000.000000
230.258509,237.847362,10000000.000000
230.258509,215.551903,10000000.000000
230.258509,234.982291,10000000.000000
230.258509,210.199910,10000000.000000
230.258509,236.579020,10000000.000000
230.258509,218.819027,10000000.000000
230.258509,223.053028,10000000.000000
230.258509,240.997284,10000000.000000
230.258509,216.709742,10000000.000000
230.258509,249.734959,10000000.000000
230.258509,222.927313,10000000.000000
230.258509,219.252576,10000000.000000
230.258509,249.443893,10000000.000000
230.258509,207.545997,10000000.000000
230.258509,227.135595,10000000.000000
230.258509,237.788704,10000000.000000
230.258509,232.529049,10000000.000000
230.258509,219.186008,10000000.000000
230.258509,211.826834,10000000.000000
230.258509,219.067943,10000000.000000
230.258509,221.676649,10000000.000000
230.258509,212.211683,10000000.000000
230.258509,226.060646,10000000.000000
230.258509,222.919494,10000000.000000
230.258509,260.923672,10000000.000000
230.258509,227.489727,10000000.000000
230.258509,212.777906,10000000.000000
263.152582,250.390852,100000000.000000
263.152582,252.814945,100000000.000000
263.152582,268.042094,100000000.000000
263.152582,237.679484,100000000.000000
263.152582,255.970533,100000000.000000
263.152582,289.884797,100000000.000000
263.152582,252.084965,100000000.000000
263.152582,267.732952,100000000.000000
263.152582,252.734659,100000000.000000
263.152582,277.440980,100000000.000000
263.152582,245.255685,100000000.000000
263.152582,285.117774,100000000.000000
263.152582,243.167320,100000000.000000
263.152582,286.572215,100000000.000000
263.152582,257.454594,100000000.000000
263.152582,269.046685,100000000.000000
263.152582,260.947784,100000000.000000
263.152582,263.422121,100000000.000000
263.152582,254.961363,100000000.000000
263.152582,265.722160,100000000.000000
263.152582,260.662933,100000000.000000
263.152582,264.448525,100000000.000000
263.152582,258.718599,100000000.000000
263.152582,271.570506,100000000.000000
263.152582,242.091448,100000000.000000
263.152582,253.213111,100000000.000000
263.152582,282.433607,100000000.000000
263.152582,250.579831,100000000.000000
263.152582,255.917367,100000000.000000
263.152582,252.650659,100000000.000000
263.152582,282.043688,100000000.000000
263.152582,249.933919,100000000.000000
263.152582,256.818812,100000000.000000
263.152582,259.399187,100000000.000000
263.152582,242.978675,100000000.000000
263.152582,267.655605,100000000.000000
263.152582,243.195615,100000000.000000
263.152582,253.008170,100000000.000000
263.152582,246.389712,100000000.000000
263.152582,263.621963,100000000.000000
263.152582,261.315499,100000000.000000
263.152582,248.998774,100000000.000000
263.152582,253.228838,100000000.000000
263.152582,249.684067,100000000.000000
263.152582,264.905771,100000000.000000
263.152582,244.309503,100000000.000000
263.152582,255.731436,100000000.000000
263.152582,244.013574,100000000.000000
263.152582,244.893703,100000000.000000
263.152582,262.362932,100000000.000000
263.152582,275.131307,100000000.000000
263.152582,245.946694,100000000.000000
263.152582,250.837984,100000000.000000
263.152582,250.007380,100000000.000000
263.152582,270.701208,100000000.000000
263.152582,260.191583,100000000.000000
263.152582,263.137845,100000000.000000
263.152582,246.332024,100000000.000000
263.152582,253.385269,100000000.000000
263.152582,283.579607,100000000.000000
263.152582,253.359710,100000000.000000
263.152582,269.115575,100000000.000000
263.152582,271.993795,100000000.000000
263.152582,255.804564,100000000.000000
263.152582,283.880904,100000000.000000
263.152582,240.899403,100000000.000000
263.152582,261.604656,100000000.000000
263.152582,271.901671,100000000.000000
263.152582,241.692594,100000000.000000
263.152582,245.517396,100000000.000000
263.152582,265.139298,100000000.000000
263.152582,299.457580,100000000.000000
263.152582,257.035399,100000000.000000
263.152582,266.670026,100000000.000000
263.152582,295.049109,100000000.000000
263.152582,257.067790,100000000.000000
263.152582,256.371906,100000000.000000
263.152582,257.186735,100000000.000000
263.152582,271.057553,100000000.000000
263.152582,246.764527,100000000.000000
296.046655,324.162976,1000000000.000000
296.046655,291.744710,1000000000.000000
296.046655,287.088294,1000000000.000000
98.682218,74.710915,1000.000000
131.576291,111.024737,10000.000000
164.470364,146.053092,100000.000000
296.046655,289.255972,1000000000.000000
98.682218,80.526875,1000.000000
131.576291,114.861559,10000.000000
164.470364,149.013041,100000.000000
197.364437,180.130354,1000000.000000
197.364437,183.162656,1000000.000000
296.046655,303.343254,1000000000.000000
296.046655,277.260788,1000000000.000000
296.046655,277.481676,1000000000.000000
98.682218,123.503523,1000.000000
131.576291,157.261977,10000.000000
164.470364,191.516342,100000.000000
296.046655,276.364873,1000000000.000000
296.046655,287.042446,1000000000.000000
296.046655,297.712649,1000000000.000000
98.682218,87.811377,1000.000000
131.576291,122.136163,10000.000000
164.470364,155.719962,100000.000000
197.364437,225.552637,1000000.000000
296.046655,316.345718,1000000000.000000
296.046655,295.236078,1000000000.000000
197.364437,189.713172,1000000.000000
296.046655,284.663493,1000000000.000000
296.046655,290.253680,1000000000.000000
296.046655,292.969534,1000000000.000000
296.046655,286.908468,1000000000.000000
296.046655,271.921699,1000000000.000000
98.682218,75.946708,1000.000000
131.576291,109.049241,10000.000000
164.470364,142.700923,100000.000000
230.258509,213.811476,10000000.000000
296.046655,305.840238,1000000000.000000
197.364437,176.633911,1000000.000000
296.046655,301.976877,1000000000.000000
296.046655,294.977424,1000000000.000000
296.046655,298.736271,1000000000.000000
230.258509,217.049505,10000000.000000
296.046655,290.193650,1000000000.000000
296.046655,293.682953,1000000000.000000
296.046655,299.985835,1000000000.000000
296.046655,287.508759,1000000000.000000
98.682218,62.764795,1000.000000
131.576291,95.313613,10000.000000
164.470364,129.117791,100000.000000
197.364437,162.784991,1000000.000000
296.046655,286.331715,1000000000.000000
98.682218,89.576392,1000.000000
131.576291,123.962974,10000.000000
164.470364,157.261007,100000.000000
296.046655,320.834063,1000000000.000000
197.364437,190.900106,1000000.000000
230.258509,259.408441,10000000.000000
296.046655,311.703498,1000000000.000000
230.258509,223.515168,10000000.000000
296.046655,309.457209,1000000000.000000
98.682218,66.714280,1000.000000
131.576291,101.439858,10000.000000
230.258509,210.134695,10000000.000000
164.470364,135.226669,100000.000000
296.046655,287.499798,1000000000.000000
98.682218,89.039465,1000.000000
131.576291,124.116136,10000.000000
164.470364,157.725400,100000.000000
197.364437,169.040349,1000000.000000
296.046655,280.607301,1000000000.000000
98.682218,56.294388,1000.000000
131.576291,91.368104,10000.000000
164.470364,124.187693,100000.000000
197.364437,191.274131,1000000.000000
296.046655,284.210302,1000000000.000000
197.364437,157.265676,1000000.000000
230.258509,196.256639,10000000.000000
296.046655,284.809353,1000000000.000000
296.046655,280.215237,1000000000.000000
98.682218,74.541004,1000.000000
131.576291,106.647542,10000.000000
164.470364,140.469496,100000.000000
230.258509,224.416416,10000000.000000
197.364437,173.519577,1000000.000000
296.046655,287.235663,1000000000.000000
230.258509,190.479881,10000000.000000
296.046655,281.015927,1000000000.000000
230.258509,206.704478,10000000.000000
296.046655,277.406071,1000000000.000000
296.046655,302.286519,1000000000.000000
230.258509,202.688183,10000000.000000
230.258509,224.888270,10000000.000000
296.046655,279.478783,1000000000.000000
98.682218,85.008082,1000.000000
131.576291,117.504723,10000.000000
164.470364,150.302264,100000.000000
197.364437,183.284411,1000000.000000
296.046655,319.360144,1000000000.000000
296.046655,295.513370,1000000000.000000
296.046655,303.278359,1000000000.000000
230.258509,216.489136,10000000.000000
296.046655,289.879899,1000000000.000000
263.152582,256.708886,100000000.000000
296.046655,295.691324,1000000000.000000
263.152582,223.594625,100000000.000000
296.046655,299.251891,1000000000.000000
98.682218,89.411173,1000.000000
131.576291,121.682304,10000.000000
164.470364,154.169016,100000.000000
197.364437,187.097692,1000000.000000
296.046655,291.153868,1000000000.000000
296.046655,329.133627,1000000000.000000
98.682218,92.679786,1000.000000
131.576291,125.371056,10000.000000
164.470364,157.954069,100000.000000
296.046655,317.662063,1000000000.000000
197.364437,190.974691,1000000.000000
296.046655,278.081068,1000000000.000000
296.046655,284.073944,1000000000.000000
263.152582,247.074555,100000000.000000
296.046655,297.706916,1000000000.000000
263.152582,250.345257,100000000.000000
230.258509,220.230786,10000000.000000
263.152582,229.441706,100000000.000000
296.046655,316.553983,1000000000.000000
296.046655,290.952912,1000000000.000000
296.046655,289.822765,1000000000.000000
296.046655,291.264031,1000000000.000000
230.258509,224.104622,10000000.000000
296.046655,298.985202,1000000000.000000
296.046655,297.223134,1000000000.000000
296.046655,283.794414,1000000000.000000
98.682218,80.495755,1000.000000
131.576291,111.295500,10000.000000
164.470364,144.527040,100000.000000
263.152582,258.089538,100000000.000000
296.046655,283.082885,1000000000.000000
263.152582,243.452842,100000000.000000
197.364437,177.650046,1000000.000000
296.046655,306.080814,1000000000.000000
98.682218,83.218505,1000.000000
131.576291,115.397747,10000.000000
164.470364,148.590258,100000.000000
296.046655,291.184074,1000000000.000000
197.364437,181.662009,1000000.000000
263.152582,235.860988,100000000.000000
230.258509,210.742740,10000000.000000
263.152582,257.626232,100000000.000000
296.046655,306.003925,1000000000.000000
296.046655,301.749716,1000000000.000000
296.046655,279.575405,1000000000.000000
98.682218,86.637412,1000.000000
131.576291,119.347541,10000.000000
164.470364,151.754752,100000.000000
296.046655,305.128771,1000000000.000000
197.364437,184.835434,1000000.000000
230.258509,214.657883,10000000.000000
263.152582,239.899375,100000000.000000
296.046655,275.032734,1000000000.000000
98.682218,63.646968,1000.000000
131.576291,96.057639,10000.000000
164.470364,128.662202,100000.000000
296.046655,300.743899,1000000000.000000
197.364437,161.613221,1000000.000000
296.046655,278.375994,1000000000.000000
230.258509,217.840219,10000000.000000
263.152582,292.771792,100000000.000000
230.258509,194.679798,10000000.000000
296.046655,290.459415,1000000000.000000
296.046655,287.458894,1000000000.000000
296.046655,284.892664,1000000000.000000
98.682218,76.656765,1000.000000
131.576291,108.630280,10000.000000
164.470364,141.817962,100000.000000
197.364437,174.829658,1000000.000000
296.046655,280.436510,1000000000.000000
296.046655,333.548152,1000000000.000000
296.046655,317.957653,1000000000.000000
230.258509,207.909077,10000000.000000
263.152582,249.617441,100000000.000000
296.046655,304.762689,1000000000.000000
296.046655,287.487538,1000000000.000000
296.046655,296.442867,1000000000.000000
98.682218,72.540218,1000.000000
131.576291,104.263491,10000.000000
164.470364,137.851267,100000.000000
296.046655,278.978834,1000000000.000000
197.364437,170.799647,1000000.000000
296.046655,275.764040,1000000000.000000
296.046655,294.258773,1000000000.000000
230.258509,203.844127,10000000.000000
263.152582,253.286748,100000000.000000
263.152582,257.163708,100000000.000000
263.152582,243.807647,100000000.000000
263.152582,247.702961,100000000.000000
263.152582,227.749418,100000000.000000
263.152582,250.883603,100000000.000000
263.152582,240.955718,100000000.000000
263.152582,236.891921,100000000.000000
296.046655,256.660597,1000000000.000000
296.046655,280.147309,1000000000.000000
296.046655,262.508506,1000000000.000000
296.046655,289.762926,1000000000.000000
296.046655,291.152681,1000000000.000000
296.046655,290.689171,1000000000.000000
296.046655,283.406857,1000000000.000000
296.046655,276.517610,1000000000.000000
296.046655,268.922802,1000000000.000000
296.046655,272.968857,1000000000.000000
296.046655,325.838342,1000000000.000000
296.046655,290.229210,1000000000.000000
296.046655,282.669360,1000000000.000000
296.046655,286.338186,1000000000.000000
296.046655,276.866287,1000000000.000000
296.046655,280.753652,1000000000.000000
296.046655,260.807061,1000000000.000000
296.046655,274.008048,1000000000.000000
296.046655,283.944130,1000000000.000000
296.046655,269.940670,1000000000.000000
